marca,categoria,nome_prodotto,prezzo_effettivo,prezzo_ordinario
VANS,Sneakers basse da donna,CLASSIC SLIP-ON UNISEX - Scarpe senza lacci - purple,"55,99","79,99"
VANS,Sneakers basse da donna,KNU SKOOL UNISEX - Scarpe skate - scarab,"69,99","99,99"
CONVERSE,Sneakers basse da donna,RUN STAR TRAINER EXCLUSIVE - Sneakers basse - bloodstone/egret/white,"53,99","89,99"
CONVERSE,Sneakers basse da donna,STAR PLAYER 76 UNISEX - Sneakers basse - midnight pass/lakeside blue/vintage white,"72,49","84,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR 70 UNISEX - Sneakers basse - black,"75,56","89,95"
VANS,Sneakers basse da donna,SPORT LOW - Sneakers basse - black white,"71,95","89,95"
VANS,Sneakers basse da donna,ULTRARANGE NEO UNISEX - Sneakers basse - blue,"96,99","129,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR UNISEX - Sneakers basse - blue supermoon,"58,99","69,99"
VANS,Sneakers basse da donna,KNU SKOOL UNISEX - Scarpe skate - brown,"54,99","99,99"
CONVERSE,Sneakers basse da donna,CHUCK 70 - Sneakers basse - parchment,"53,99","89,99"
VANS,Sneakers basse da donna,SUPER LOWPRO - Sneakers basse - marshmallow,"99,99","99,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR INTERNAL WEDGE - Sneakers basse - black/red/navy,"62,99","89,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR - Sneakers basse - barely grey/barely grey/metallic light gold,"59,99","79,99"
VANS,Sneakers basse da donna,KNU SKOOL UNISEX - Scarpe skate - brown,"56,99","94,99"
CONVERSE,Sneakers basse da donna,CHUCK 70 UNISEX - Sneakers basse - pink frosting/egret/black,"75,99","89,99"
VANS,Sneakers basse da donna,ROWLEY CLASSIC UNISEX - Sneakers basse - marshmallow/white,"72,49","84,99"
VANS,Sneakers basse da donna,SNEAKER - Sneakers basse - dress blues,"140,00","140,00"
VANS,Sneakers basse da donna,UPLAND UNISEX - Scarpe skate - black/utility black,"54,99","109,99"
VANS,Sneakers basse da donna,SKOOL - Sneakers basse - mercer white,"130,00","130,00"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR - Sneakers basse - wet stone/egret,"55,99","74,99"
VANS,Sneakers basse da donna,ROWLEY CLASSIC UNISEX - Sneakers basse - marshmallow/true white,"62,99","89,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR OX - Sneakers basse - maroon,"51,99","64,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR OX UNISEX - Sneakers basse - black,"79,99","79,99"
VANS,Sneakers basse da donna,CROSSPATH UNISEX - Sneakers basse - pink/blue,"154,99","154,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR UNISEX - Sneakers basse - warm clay/egret/black,"55,99","74,99"
VANS,Sneakers basse da donna,SK8 LOW UNISEX - Sneakers basse - black,"50,99","84,99"
VANS,Sneakers basse da donna,LOWLAND CC UNISEX - Sneakers basse - incense,"64,99","99,99"
VANS,Sneakers basse da donna,PREMIUM OLD SKOOL UNISEX - Sneakers basse - black/white,"104,99","104,99"
VANS,Sneakers basse da donna,PREMIUM OLD SKOOL UNISEX - Sneakers basse - grey/purple,"99,99","99,99"
VANS,Sneakers basse da donna,CRUZE UNISEX - Sneakers basse - gray,"89,99","89,99"
VANS,Sneakers basse da donna,ROWLEY CLASSIC UNISEX - Sneakers basse - oatmeal,"84,99","84,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR UNISEX - Sneakers basse - dark matter/black/sunflower gold,"51,99","69,99"
VANS,Sneakers basse da donna,HYLANE UNISEX - Sneakers basse - black,"69,99","99,99"
CONVERSE,Sneakers basse da donna,STAR PLAYER 76 UNISEX - Sneakers basse - plum cove/vintage white/black,"59,99","79,99"
VANS,Sneakers basse da donna,OLD SKOOL UNISEX - Sneakers basse - true white,"59,49","84,99"
VANS,Sneakers basse da donna,SPEED UNISEX - Scarpe skate - black/white,"64,99","99,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR - Sneakers basse - vintage white/egret/black,"74,99","74,99"
VANS,Sneakers basse da donna,KNU SKOOL UNISEX - Scarpe skate - f b black floral,"73,99","104,99"
VANS,Sneakers basse da donna,OLD SKOOL UNISEX - Sneakers basse - black/white,"89,99","89,99"
VANS,Sneakers basse da donna,PREMIUM OLD SKOOL UNISEX - Sneakers basse - black,"104,99","104,99"
VANS,Sneakers basse da donna,ULTRARANGE NEO VR3 UNISEX - Sneakers basse - black/white,"103,99","129,99"
VANS,Sneakers basse da donna,KNU SKOOL UNISEX - Scarpe skate - khaki,"76,00","95,00"
VANS,Sneakers basse da donna,AUTHENTIC UNISEX - Sneakers basse - bys  crepe peyote,"84,99","84,99"
VANS,Sneakers basse da donna,MTE CROSSPATH UNISEX - Sneakers basse - dark forest,"118,99","139,99"
VANS,Sneakers basse da donna,CLASSIC SLIP-ON UNISEX - Scarpe senza lacci - parisian night,"59,49","84,99"
VANS,Sneakers basse da donna,SUPER LOWPRO - Sneakers basse - racing red,"100,00","100,00"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR - Sneakers basse - foothill green/egret/black,"74,99","74,99"
CONVERSE,Sneakers basse da donna,STAR PLAYER 76 - Sneakers basse - blanc,"48,99","89,99"
VANS,Sneakers basse da donna,SPEED UNISEX - Scarpe skate - brown,"64,99","99,99"
VANS,Sneakers basse da donna,AUTHENTIC UNISEX - Sneakers basse - rhododendron,"55,99","74,99"
VANS,Sneakers basse da donna,UPLAND UNISEX - Scarpe skate - white,"85,99","114,99"
VANS,Sneakers basse da donna,UA OLD SKOOL - Sneakers basse - pink,"56,99","94,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR INTERNAL WEDGE - Sneakers basse - white/red/navy,"57,99","89,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR OX UNISEX - Sneakers basse - white,"62,99","69,99"
VANS,Sneakers basse da donna,SNEAKER - Sneakers basse - grape leaf,"140,00","140,00"
VANS,Sneakers basse da donna,HYLANE UNISEX - Scarpe skate - brown,"79,90","79,90"
VANS,Sneakers basse da donna,KNU SKOOL - Scarpe skate - gum spa blue,"56,99","94,99"
CONVERSE,Sneakers basse da donna,SPORT CASUAL UNISEX - Sneakers basse - vintage cargo/total eclipse/egret,"54,99","54,99"
CONVERSE,Sneakers basse da donna,CHUCK TAYLOR ALL STAR LIFT PLATFORM WIDE WIDTH - Sneakers basse - white/black,"84,99","84,99"
VANS,Sneakers basse da donna,CLASSIC SLIP-ON - Scarpe senza lacci - black,"55,99","74,99"
VANS,Sneakers basse da donna,ULTRARANGE NEO UNISEX - Sneakers basse - light brown,"90,99","129,99"
VANS,Sneakers basse da donna,OLD SKOOL UNISEX - Sneakers basse - pure grey,"67,99","84,99"
CONVERSE,Sneakers basse da donna,CHUCK 70 - Sneakers basse - days ahead/natural ivory/egret,"51,99","94,99"
VANS,Sneakers basse da donna,HYLANE UNISEX - Scarpe skate - white,"99,99","99,99"
VANS,Sneakers basse da donna,AUTHENTIC UNISEX - Sneakers basse - beige,"124,99","124,99"
VANS,Sneakers basse da donna,KNU SKOOL UNISEX - Scarpe skate - marshmallow,"66,49","94,99"
VANS,Sneakers basse da donna,OLD SKOOL UNISEX - Sneakers basse - black,"56,99","94,99"
VANS,Sneakers basse da donna,KNU SKOOL - Scarpe skate - puritan gray,"59,99","99,99"
VANS,Sneakers basse da donna,CLASSIC SLIP ON UNISEX - Scarpe senza lacci - checkerboard rhododendron,"67,99","79,99"
